;Hergeselle;;;;;;;Telegr.-Sekretär;;;;;
;Hergesheim;;;;;;;Telegr.Stat.Vorsteher;;;;;
;Herget;;;;;;;Telegrafenassistent;;;;;
;Herhold;;;;;;;Telegrap. Mechaniker;;;;;
;Hering;;;;;;;Telegrap. Mechaniker a.D.;;;;;
;Heringen;;;;;;;Telegraph;;;;;
;Herke;;;;;;;Telegraph. Direktor a.D.;;;;;
;Herker;;;;;;;Telegraph.-Assistent;;;;;
;Herkner;;;;;;;Telegraph.Cand.;;;;;
;Herling;;;;;;;Telegraphenanwärter;;;;;
;Herm;;;;;;;Telegraphenassistent;;;;;
;Hermann;;;;;;;Telegraphenbote;;;;;
;Hermanns;;;;;;;Telegraphenbote a.D.;;;;;
;Hermerschmidt;;;;;;;Telegraphencandidat;;;;;
;Hermes;;;;;;;Telegraphencanzleidiener;;;;;
;Hermey;;;;;;;Telegraphendirektor;;;;;
;Herms;;;;;;;Telegraphenmechaniker;;;;;
;Hermsdorf;;;;;;;Telegraphensekretär;;;;;
;Hernleben;;;;;;;Telegraphenstationsvorsteher;;;;;
;Hernsdorf;;;;;;;Telegraphenvorarbeiter;;;;;
;Herold;;;;;;;Telegraphist;;;;;
;Herr;;;;;;;Telephonist;;;;;
;Herre;;;;;;;Terrazzofabrkt.;;;;;
;Herrenkind;;;;;;;Thalvoigt;;;;;
;Herrguth;;;;;;;Theat. Direkt.;;;;;
;Herrig;;;;;;;Theater Sek.;;;;;
;Herrling;;;;;;;Theaterdirektor;;;;;
;Herrmann;;;;;;;Theatermeister;;;;;
;Herrnleben;;;;;;;Thierarzt;;;;;
;Herrrmann;;;;;;;Thierazt;;;;;
;Herschel;;;;;;;Thor Control.;;;;;
;Herschoff;;;;;;;Thor Einnehmer;;;;;
;Herster;;;;;;;Thorcontroleur;;;;;
;Hertel;;;;;;;Thorcontrolleur;;;;;
;Herter;;;;;;;Thoreinnehmer;;;;;
;Herting;;;;;;;Thorkontrolleur;;;;;
;Hertlein;;;;;;;Thorpräfect;;;;;
;Hertwig;;;;;;;Thürmer;;;;;
;Hertzberg;;;;;;;Tiefbautechniker;;;;;
;Hertzer;;;;;;;Tierarzt;;;;;
;Hertzsch;;;;;;;Tischer;;;;;
;Hervig;;;;;;;Tischlemeister;;;;;
;Herweg;;;;;;;Tischler;;;;;
;Herwig;;;;;;;Tischler Mstr.;;;;;
;Herz;;;;;;;Tischlergesell;;;;;
;Herzan;;;;;;;Tischlergeselle;;;;;
;Herzau;;;;;;;Tischlerm.;;;;;
;Herzberg;;;;;;;Tischlermeister;;;;;
;Herzer;;;;;;;Tischlermeister i.R.;;;;;
;Herzfeld;;;;;;;Tischlermstr;;;;;
;Herzig;;;;;;;Tischlermstr.;;;;;
;Herzke;;;;;;;Tischlermstrww.;;;;;
;Herzog;;;;;;;Tischlerww.;;;;;
;Herzsch;;;;;;;Tischller;;;;;
;Heschke;;;;;;;Todtengräber;;;;;
;Hesius;;;;;;;Todtengräber beim Kirchhofe zu St. Laurentii;;;;;
;Heß;;;;;;;Tonschlämmereibes.;;;;;
;Hesse;;;;;;;Töpfer;;;;;
;Hessel;;;;;;;Töpfergeselle;;;;;
;Hesselbarth;;;;;;;Töpfermeister;;;;;
;Heßler;;;;;;;Töpfermstr;;;;;
;Hetschold;;;;;;;Töpfermstr.;;;;;
;Hettenhausen;;;;;;;Topfhändler;;;;;
;Hetterling;;;;;;;Torffabrikant;;;;;
;Hettich;;;;;;;Torfhändler;;;;;
;Hettler;;;;;;;Torkontrolleur a.D.;;;;;
;Hetzel;;;;;;;Totengräber;;;;;
;Hetzer;;;;;;;Trainsoldat;;;;;
;Heuber;;;;;;;Transporteur;;;;;
;Heucke;;;;;;;Treibriemenfabrkt.;;;;;
;Heuer;;;;;;;Trichinenschauer;;;;;
;Heuhausen;;;;;;;Trödler;;;;;
;Heukenkamp;;;;;;;Tuch.Appreteur;;;;;
;Heumann;;;;;;;Tuchappret.;;;;;
;Heuscher;;;;;;;Tuchappreteur;;;;;
;Heuser;;;;;;;Tuchbereiter;;;;;
;Heuss;;;;;;;Tuchdrucker;;;;;
;Heußner;;;;;;;Tuchfabrikant;;;;;
;Hevekerl;;;;;;;Tuchhändler;;;;;
;Hey;;;;;;;Tuchmacher;;;;;
;Heyde;;;;;;;Tuchmachergeselle;;;;;
;Heydebrandt;;;;;;;Tuchmachermeister;;;;;
;Heydemann;;;;;;;Tuchmachermeister-Witwe;;;;;
;Heyden;;;;;;;Tuchmachermeisterww;;;;;
;Heydenreich;;;;;;;Tuchmachermstr;;;;;
;Heyden-Reynsch;;;;;;;Tuchmachermstr.;;;;;
;Heyden-Rynsch;;;;;;;Tuchmachermstrww;;;;;
;Heyder;;;;;;;Tuchscheerer;;;;;
;Heydrich;;;;;;;Tuchscheermeister;;;;;
;Heydt;;;;;;;Türmer-Gehilfe;;;;;
;Heyer;;;;;;;Turmwächter;;;;;
;Heyland;;;;;;;Turnlehrer;;;;;
;Heym;;;;;;;Typeur;;;;;
;Heymann;;;;;;;Uhrenfabr.;;;;;
;Heyn;;;;;;;Uhrenfabrikant;;;;;
;Heyne;;;;;;;Uhrenhändler;;;;;
;Heynecke;;;;;;;Uhrgehäusemacher;;;;;
;Heynemann;;;;;;;Uhrm.;;;;;
;Heynemann sen.;;;;;;;Uhrmach.;;;;;
;Heynert;;;;;;;Uhrmacher;;;;;
;Heynich;;;;;;;Uhrmachergeh.;;;;;
;Heynisch;;;;;;;Uhrmachergehilfe;;;;;
;Heynitz;;;;;;;Uhrmachermstr.;;;;;
;Heynold;;;;;;;Uhrmacherww.;;;;;
;Heyroth;;;;;;;Uhrmmstr.;;;;;
;Heyser;;;;;;;Uhrmmstrww.;;;;;
;Hickethier;;;;;;;Uhrmww.;;;;;
;Hickmann;;;;;;;Uni.prof.;;;;;
;Hieber;;;;;;;Uniformschneider;;;;;
;Hiecke;;;;;;;Univ. Bauaufseher;;;;;
;Hielmann;;;;;;;Univ. Baumeister;;;;;
;Hielscher;;;;;;;Univ. Bibl. Beamt.;;;;;
;Hiensch;;;;;;;Univ. Fechtmeister;;;;;
;Hientzsch;;;;;;;Univ. Kassenkontroll.;;;;;
;Hiepe;;;;;;;Univ. Kassenkontrolleur;;;;;
;Hiering;;;;;;;Univ. Kastellan;;;;;
;Hierl;;;;;;;Univ. Kurator;;;;;
;Hierse;;;;;;;Univ. Leihbibl. Diener;;;;;
;Hilbert;;;;;;;Univ. Prof.;;;;;
;Hilbig;;;;;;;Univ. Prof. d. Theologie;;;;;
;Hilbrecht;;;;;;;Univ. Prof. Geh. Reg. Rat;;;;;
;Hilburger;;;;;;;Univ. Prof. Stadtarzt;;;;;
;Hild;;;;;;;Univ. Profess.;;;;;
;Hildebrand;;;;;;;Univ. Professor;;;;;
;Hildebrandt;;;;;;;Univ. Secretär;;;;;
;Hildenbrand;;;;;;;Univ. Sekretär;;;;;
;Hildenhagen;;;;;;;Univ. Stallmeister;;;;;
;Hildmann;;;;;;;Univ. Tanzl.;;;;;
;Hildner;;;;;;;Univ.Bibliothekar;;;;;
;Hilgenfeld;;;;;;;Univ.Cass.Controlleur;;;;;
;Hilger;;;;;;;Univ.Karzer-Aufseher;;;;;
;Hilgers;;;;;;;Univ.-Prof.;;;;;
;Hill;;;;;;;Univ.-Prof. Geh. Konsistorialrat;;;;;
;Hille;;;;;;;Univ.-Tanzlehrer;;;;;
;Hillebrand;;;;;;;Univers. Bauaufseher;;;;;
;Hillenbrand;;;;;;;Univers. Kassenkontrolleur;;;;;
;Hiller;;;;;;;Univers. Kuratorialregistrator;;;;;
;Hilliger;;;;;;;Univers. Kuratorialsekretär;;;;;
;Hillmann;;;;;;;Univers. Mus. Direktor.;;;;;
;Hillner;;;;;;;Univers. Musikdirektor;;;;;
;Hilmer;;;;;;;Univers. Pedell;;;;;
;Hilpert;;;;;;;Univers. Prof.;;;;;
;Hilprecht;;;;;;;Univers. Registrator;;;;;
;Hilpurt;;;;;;;Univers. Reitlehrer;;;;;
;Hilscher;;;;;;;Univers. Sekretär;;;;;
;Himburg;;;;;;;Univers. Tanzlehrer;;;;;
;Himmel;;;;;;;Universit. Bauaufseher;;;;;
;Himmelmann;;;;;;;Universitäts Bibliothekar;;;;;
;Himmelreich;;;;;;;Universitäts Stellmeister;;;;;
;Himmler;;;;;;;Universitätsbauaufseher;;;;;
;Himstedt;;;;;;;Universitätsbibliothekshilfsarbeiter;;;;;
;Hindemieth;;;;;;;Universitäts-Bibliotheks-Secretair;;;;;
;Hindemith;;;;;;;Universitätsfechtlehrer;;;;;
;Hindersin;;;;;;;Universitätsfechtmeister;;;;;
;Hindervater;;;;;;;Universitäts-Kassen-Kontrolleur;;;;;
;Hindorf;;;;;;;Universitätskassenrendant;;;;;
;Hingst;;;;;;;Universitätskustor;;;;;
;Hinkel;;;;;;;Universitätsoberpedell;;;;;
;Hinrichs;;;;;;;Universitätsoberpedell a.D.;;;;;
;Hinrichsen;;;;;;;Universitätspedell;;;;;
;Hinsche;;;;;;;Universitäts-Pedell;;;;;
;Hinschelmann;;;;;;;Universitätsprofessor;;;;;
;Hinsching;;;;;;;Universitätsprofessor der Medizin;;;;;
;Hinsdorf;;;;;;;Universitätsquästor;;;;;
;Hinstein;;;;;;;Universitätsregistrator;;;;;
;Hintsch;;;;;;;Universitätssekretär;;;;;
;Hintsche;;;;;;;Universitätszeichenlehrer;;;;;
;Hintschel;;;;;;;Universt. Registrator;;;;;
;Hintz;;;;;;;Uniw. Bibl. Secretair;;;;;
;Hintze;;;;;;;Unternehm.;;;;;
;Hintzsch;;;;;;;Unteroffizier;;;;;
;Hintzsche;;;;;;;V. Elem. Lehrer;;;;;
;Hinz;;;;;;;V. Lehrer;;;;;
;Hinze;;;;;;;V. Lehrer a. D.;;;;;
;Hinzmann;;;;;;;V. Rektor;;;;;
;Hipp;;;;;;;V.Lehrer;;;;;
;Hippe;;;;;;;V.-Lehrer;;;;;
;Hippel;;;;;;;V.Rektor;;;;;
;Hippelt;;;;;;;V.-Rektor;;;;;
;Hippert;;;;;;;Vct.hdlr.;;;;;
;Hirchelmann;;;;;;;Verb. Sekretär;;;;;
;Hirk;;;;;;;Verbands.-Sekr.;;;;;
;Hirsch;;;;;;;Verbandsrevisor;;;;;
;Hirschelmann;;;;;;;vereid. Bücherrevisor;;;;;
;Hirschfeld;;;;;;;Vereinsdiener;;;;;
;Hirschmann;;;;;;;Vergold.;;;;;
;Hirschnitz;;;;;;;Vergolder;;;;;
;Hirsekorn;;;;;;;Vergoldermeister;;;;;
;Hirt;;;;;;;Verkäufer;;;;;
;Hirte;;;;;;;Verkehrs-Inspekt.;;;;;
;Hirth;;;;;;;Verl.-Buchhändl.;;;;;
;Hischelmann;;;;;;;Verlagsbuchhändler;;;;;
;Hitsche;;;;;;;Verlagsbuchhdl.;;;;;
;Hitschke;;;;;;;Verlagsbuchhdlr.;;;;;
;Hitzig;;;;;;;Verlagsbuchhdlww.;;;;;
;Hitzner;;;;;;;Verlagsbuchhhändler;;;;;
;Hitzschke;;;;;;;Verm.Assistent;;;;;
;Höbald;;;;;;;Vermess.Revis. A.D.;;;;;
;Höbbel;;;;;;;Vermessungsrevisor;;;;;
;Höbel;;;;;;;Vermessungstechniker;;;;;
;Höbenstreit;;;;;;;Vermittler;;;;;
;Höbold;;;;;;;Vers. Beamt.;;;;;
;Hobusch;;;;;;;Vers. Beamter;;;;;
;Hoch;;;;;;;Vers. Director;;;;;
;Höch;;;;;;;Vers. Direktor;;;;;
;Hochbach;;;;;;;Vers. Inspector;;;;;
;Hochbeim;;;;;;;Vers. Inspekt;;;;;
;Hoche;;;;;;;Vers. Inspektor;;;;;
;Höche;;;;;;;Vers. Sekretär;;;;;
;Hocher;;;;;;;Vers.Agent;;;;;
;Hochgräfe;;;;;;;Vers.Beamter;;;;;
;Hochheim;;;;;;;Vers.Inspektor;;;;;
;Hochheimer;;;;;;;Versich. Beamter;;;;;
;Hochmuth;;;;;;;Versich.Beamter;;;;;
;Hochreuter;;;;;;;Versich.Beamter a.D.;;;;;
;Hochstedter;;;;;;;Versich.Inspector;;;;;
;Hochsteller;;;;;;;Versicherungs Beamter;;;;;
;Hochstetter;;;;;;;Versicherungs Inspektor;;;;;
;Hock;;;;;;;Versicherungsagent;;;;;
;Hockardt;;;;;;;Versicherungsbeamter;;;;;
;Höcklau;;;;;;;Versicherungsdirektor;;;;;
;Hocse;;;;;;;Versicherungseinnehmer;;;;;
;Hödel;;;;;;;Versicherungsinspektor;;;;;
;Hoder;;;;;;;Versicherungs-Oberinspektor;;;;;
;Höder;;;;;;;Versicherungssekretär;;;;;
;Hodicke;;;;;;;Vertret.;;;;;
;Hödicke;;;;;;;Vertreter;;;;;
;Hoebel;;;;;;;Verw;;;;;
;Hoeder;;;;;;;Verw. Angest.,;;;;;
;Hoefer;;;;;;;Verw. Büro Inspektor;;;;;
;Hoell;;;;;;;Verw. Dir.;;;;;
;Hoelscher;;;;;;;Verw. Direct.;;;;;
;Hoem;;;;;;;Verw. Insp;;;;;
;Hoen;;;;;;;Verw. Inspectionsassistent;;;;;
;Hoeniger;;;;;;;Verw. Ob. Insp.;;;;;
;Hoepfner;;;;;;;Verwalt. Direkt.;;;;;
;Höer;;;;;;;Verwalt. Inspekt.;;;;;
;Hoerold;;;;;;;Verwalter;;;;;
;Hoeser;;;;;;;Verwaltungsbeamter;;;;;
;Hoeßler;;;;;;;Verwaltungsinspektor;;;;;
;Hoesslin;;;;;;;Verwaltungsinspektor a.D.;;;;;
;Hof;;;;;;;Verwaltungs-Sekr.;;;;;
;Hofbauer;;;;;;;Veteran;;;;;
;Hofbeck;;;;;;;Viceobermeister;;;;;
;Höfchen;;;;;;;Vict. Händler;;;;;
;Hofer;;;;;;;Vict.hdlr.;;;;;
;Höfer;;;;;;;Victualien Händler;;;;;
;Hoff;;;;;;;Victualienhändler;;;;;
;Höffler;;;;;;;Victualienhändlerin;;;;;
;Hoffmann;;;;;;;Vicutalienhändler;;;;;
;Hoffmeister;;;;;;;Viehändler;;;;;
;Hoffmeyer;;;;;;;Viehgesch.;;;;;
;Hoffmüller;;;;;;;Viehhalter;;;;;
;Hoffschmidt;;;;;;;Viehhalterin;;;;;
;Höfler;;;;;;;Viehhändler;;;;;
;Höflich;;;;;;;Viehhdl;;;;;
;Höfling;;;;;;;Viehhdl.;;;;;
;Hofmann;;;;;;;Viehhdlr;;;;;
;Hofmeister;;;;;;;Viehhdlww.;;;;;
;Hofmüller;;;;;;;Viehkastrierer;;;;;
;Hofrichter;;;;;;;Viehkommissionar;;;;;
;Hofsschmidt;;;;;;;Viehtreiber;;;;;
;Hofstetter;;;;;;;Vikt. Händl.;;;;;
;Höft;;;;;;;Vikt. Händler;;;;;
;Hoger;;;;;;;Viktualialienhdlrin.;;;;;
;Höger;;;;;;;Viktualienhändler;;;;;
;Hohenbaum;;;;;;;Viktualienhdl.;;;;;
;Hohenhausen;;;;;;;Vittualieuhdl.;;;;;
;Hohenkausen;;;;;;;Vizefeldwebel a.D.;;;;;
;Hohenthal;;;;;;;Vizeoberfeuermann;;;;;
;Hohl;;;;;;;Vogelhändler;;;;;
;Höhl;;;;;;;Volks-Lehrer;;;;;
;Hohlbein;;;;;;;Volkssch. Lehrer;;;;;
;Höhle;;;;;;;Volkssch. Rektor;;;;;
;Hohlefleisch;;;;;;;Volksschullehr.;;;;;
;Hohlfeld;;;;;;;Volksschullehrer;;;;;
;Hohlstein;;;;;;;Vollz.Beamt.;;;;;
;Höhm;;;;;;;Vollzieh. Beamt.;;;;;
;Hohmann;;;;;;;Vollzieh. Beamt. a. D.;;;;;
;Hohmaur;;;;;;;Vollziehungsbeamt. a.D.;;;;;
;Höhme;;;;;;;Vollziehungsbeamter;;;;;
;Hohmuth;;;;;;;Vollzugsbeamter;;;;;
;Hohn;;;;;;;Vorarb;;;;;
;Höhn;;;;;;;Vorarb.;;;;;
;Hohndorf;;;;;;;Vorarbeiter;;;;;
;Hohndorff;;;;;;;Vorführer;;;;;
;Hohne;;;;;;;Vorrichter;;;;;
;Höhne;;;;;;;Vorsch.-Lehrer;;;;;
;Höhner;;;;;;;Vorschloss;;;;;
;Hohnrodt;;;;;;;Vorschloss.;;;;;
;Höhring;;;;;;;Vorschlosser;;;;;
;Hoidis;;;;;;;Vorschmied;;;;;
;Hoinkis;;;;;;;Vorschullehrer;;;;;
;Hoja;;;;;;;Vorst. d. agrikulturtechnischen Abt.;;;;;
;Höke;;;;;;;Vorsteher;;;;;
;Holburg;;;;;;;Vorsteher a.D.;;;;;
;Holck;;;;;;;Vorsteher d. apost. Gemeinde;;;;;
;Hold;;;;;;;Vorsteher der apost. Gemeinde;;;;;
;Holdefleisch;;;;;;;Vorsteher der kath. apostol. Gemeinde;;;;;
;Holdefleiß;;;;;;;Vorzeichner;;;;;
;Holefleisch;;;;;;;vw. Apothek.;;;;;
;Holke;;;;;;;vw. Arzt;;;;;
;Holl;;;;;;;vw. Bankier;;;;;
;Höll;;;;;;;vw. Baumstr.;;;;;
;Holland;;;;;;;vw. Baurat;;;;;
;Holländer;;;;;;;vw. Berg-Rat;;;;;
;Hollbach;;;;;;;vw. Bergwerksbes.;;;;;
;Hollback;;;;;;;vw. Direkt.;;;;;
;Hollenkamp;;;;;;;vw. Eisenb. Betr. Sekr.;;;;;
;Holler;;;;;;;vw. Fabrk. Direkt.;;;;;
;Höller;;;;;;;vw. Fabrkbes.;;;;;
;Holleuter;;;;;;;vw. Fabrkdirekt.;;;;;
;Hollmann;;;;;;;vw. Gartenb. Ingen.;;;;;
;Hollmig;;;;;;;vw. Geh. Inst. Rat;;;;;
;Hollring;;;;;;;vw. Geh. Kommerz. Rat;;;;;
;Hollrung;;;;;;;vw. Geh. Kommerzienrat;;;;;
;Hollstein;;;;;;;vw. Geh. Med. Rat;;;;;
;Holly;;;;;;;vw. Geh. Mediz. Rat;;;;;
;Holm;;;;;;;vw. Geh. Reg. Rat;;;;;
;Holmelin;;;;;;;vw. Geh.Baurat;;;;;
;Hölscher;;;;;;;vw. Geh.Berg Rat;;;;;
;Holst;;;;;;;vw. Gen. Direkt.;;;;;
;Holstein;;;;;;;vw. Gutsbes.;;;;;
;Holter;;;;;;;vw. Gymnas. Oberlehr.;;;;;
;Holtermüller;;;;;;;vw. Gymnasiallehr.;;;;;
;Holtkamp;;;;;;;vw. Just. Rat;;;;;
;Holtmann;;;;;;;vw. Kgl. Ob. Musikmstr.;;;;;
;Holtorff;;;;;;;vw. Kommerz. Rat;;;;;
;Holtorft;;;;;;;vw. Konsul;;;;;
;Holtschmidt;;;;;;;vw. Landger. Direkt.;;;;;
;Holtz;;;;;;;vw. Leutnant;;;;;
;Holtze;;;;;;;vw. Major;;;;;
;Höltzer;;;;;;;vw. Maurermstr.;;;;;
;Holtzhausen;;;;;;;vw. Ob. Amtm.;;;;;
;Höltzke;;;;;;;vw. Ob. Bergamtssekr.;;;;;
;Holubeck;;;;;;;vw. Ob. Konsist. Rat;;;;;
;Holubek;;;;;;;vw. Ob. Pfarrer;;;;;
;Holz;;;;;;;vw. Ob. Stabsarzt;;;;;
;Holzapfel;;;;;;;vw. Ob.Amtm.;;;;;
;Holze;;;;;;;vw. Ob.Pol.Inspekt.;;;;;
;Holzegel;;;;;;;vw. Oberlehrer;;;;;
;Hölzel;;;;;;;vw. Oekonomierat;;;;;
;Holzer;;;;;;;vw. Pastor;;;;;
;Hölzer;;;;;;;vw. Postsekr.;;;;;
;Holzhaufen;;;;;;;vw. Prof.;;;;;
;Holzhaus;;;;;;;vw. Rechn. Rat;;;;;
;Holzhause;;;;;;;vw. Rechn.Rat;;;;;
;Holzhausen;;;;;;;vw. Reg. Baumstr.;;;;;
;Holzhäuser;;;;;;;vw. Rendant;;;;;
;Holzinger;;;;;;;vw. Rittergutsbes;;;;;
;Hölzke;;;;;;;vw. Rittergutsbes.;;;;;
;Hölzl;;;;;;;vw. Rittergutsbesitzer;;;;;
;Holzmacher;;;;;;;vw. Sanit. Rat;;;;;
;Holzmann;;;;;;;vw. Sanitätsrat;;;;;
;Holzner;;;;;;;vw. Schuldirekt.;;;;;
;Holzschuh;;;;;;;vw. Staatsarchivar;;;;;
;Holzwarth;;;;;;;vw. Stadtrat;;;;;
;Holzweißig;;;;;;;vw. Stadt-Schulrat;;;;;
;Homann;;;;;;;vw. Steuerrat;;;;;
;Homberg;;;;;;;vw. Univ. Prof.;;;;;
;Hommel;;;;;;;vw. Univers.Prof.;;;;;
;Hön;;;;;;;vw. Verlagsbuchhdl.;;;;;
;Hönack;;;;;;;vw. Zahnarzt;;;;;
;Höndorf;;;;;;;vw. Zimmermstr.;;;;;
;Höne;;;;;;;vw.Rechn.Rat;;;;;
;Hönemann;;;;;;;W.Lehrer;;;;;
;Honetzsch;;;;;;;Wächer;;;;;
;Hönicke;;;;;;;Wachm;;;;;
;Honig;;;;;;;Wachmstr.;;;;;
;Hönig;;;;;;;Wächt.;;;;;
;Höniger;;;;;;;Wächter;;;;;
;Honigmann;;;;;;;Wächter a.D.;;;;;
;Hönisch;;;;;;;Wachtmeister;;;;;
;Honitzsch;;;;;;;Wachtmeister a.D.;;;;;
;Hönmann;;;;;;;Wachtmstr;;;;;
;Hönning;;;;;;;Waffenschmied;;;;;
;Hopf;;;;;;;Wag. Aufseher;;;;;
;Hopfeld;;;;;;;Wag. Controll.;;;;;
;Hopfgart;;;;;;;Wagenaufseher;;;;;
;Hopfgarten;;;;;;;Wagenbauer;;;;;
;Höpfner;;;;;;;Wagencontrolleur;;;;;
;Hopp;;;;;;;Wagenfabrikant;;;;;
;Hoppe;;;;;;;Wagenfbrk.;;;;;
;Hoppensack;;;;;;;Wagenfbrkt.;;;;;
;Höppner;;;;;;;Wagenführer;;;;;
;Hora;;;;;;;Wagenmacher;;;;;
;Hörder;;;;;;;Wagenmeister;;;;;
;Horenbug;;;;;;;Wagenmeister a.D.;;;;;
;Horfeil;;;;;;;Wagenmeister i.R.;;;;;
;Hörhold;;;;;;;Wagenputzer;;;;;
;Hörich;;;;;;;Wagenrevisor;;;;;
;Höricke;;;;;;;Wagenschieber;;;;;
;Hörig;;;;;;;Wagenschreiber;;;;;
;Horitz;;;;;;;Wagenwärt.;;;;;
;Höritz;;;;;;;Wagenwärt. a. D.;;;;;
;Höritzsch;;;;;;;Wäger;;;;;
;Hörl;;;;;;;Wagnermstr;;;;;
;Horlach;;;;;;;Wagonfabrikant;;;;;
;Horlack;;;;;;;Wagonmeister;;;;;
;Horlebck;;;;;;;Waisenhauslehrer;;;;;
;Horlebecke;;;;;;;Waisenlehrer;;;;;
;Horleeck;;;;;;;Walzer;;;;;
;Hörlemann;;;;;;;Walzmeister;;;;;
;Hörmann;;;;;;;Wandsetzer;;;;;
;Horn;;;;;;;Warenagent;;;;;
;Hornauer;;;;;;;Wärter;;;;;
;Hornbogen;;;;;;;Waschanst.;;;;;
;Hörneke;;;;;;;Wäschehdl.;;;;;
;Hornemann;;;;;;;Wäschereibes.;;;;;
;Hörner;;;;;;;Wasserschmied;;;;;
;Hornickel;;;;;;;Wattenfabrikant;;;;;
;Hornig;;;;;;;Wattenfabrikant.;;;;;
;Horning;;;;;;;Wattenmacher;;;;;
;Hörning;;;;;;;Weber;;;;;
;Hornung;;;;;;;Webergeselle;;;;;
;Hörold;;;;;;;Webermeister;;;;;
;Hörpel;;;;;;;Webermstr;;;;;
;Horre;;;;;;;Wegeaufseher;;;;;
;Horsch;;;;;;;Wegebau Commiss.;;;;;
;Horschke;;;;;;;Wegebaumeister;;;;;
;Horst;;;;;;;Wegebaumstr;;;;;
;Hörstel;;;;;;;Wegemeister;;;;;
;Horstkorte;;;;;;;Weichenstell.;;;;;
;Horstmann;;;;;;;Weichenstell. a. D.;;;;;
;Horvath;;;;;;;Weichensteller;;;;;
;Horwarth;;;;;;;Weichensteller a.D.;;;;;
;Hösche;;;;;;;Weichensteller pens.;;;;;
;Höschel;;;;;;;Weichenstellww.;;;;;
;Höschele;;;;;;;Weinessigfabrikant;;;;;
;Höschen;;;;;;;Weingroßhdlr.;;;;;
;Hose;;;;;;;Weinhändler;;;;;
;Höse;;;;;;;Weinhdl.;;;;;
;Hösel;;;;;;;Weinküfer;;;;;
;Höser;;;;;;;Weißgerber;;;;;
;Hoske;;;;;;;Weißgerberm.;;;;;
;Hoss;;;;;;;Weißgerbermeister;;;;;
;Hößler;;;;;;;Weißgerbermstr;;;;;
;Hothan;;;;;;;Weißgerbermstr.;;;;;
;Hotsch;;;;;;;Weißgerbermstrww.;;;;;
;Hötte;;;;;;;Weißgerbmeister;;;;;
;Hottwitz;;;;;;;Weißwarenhändler;;;;;
;Hotz;;;;;;;Weistnäher;;;;;
;Hotze;;;;;;;Werkführ.;;;;;
;Hötzel;;;;;;;Werkführ. a. D.;;;;;
;Hoyer;;;;;;;Werkführer;;;;;
;Hube;;;;;;;Werkmeister;;;;;
;Hübener;;;;;;;Werkmeister a.D.;;;;;
;Hübenthal;;;;;;;Werkmeisteraspirant;;;;;
;Huber;;;;;;;Werkmstr;;;;;
;Hüber;;;;;;;Werkmstr.;;;;;
;Huberer;;;;;;;Werkmstr. a. D.;;;;;
;Hubert;;;;;;;Werkmstrww.;;;;;
;Hübler;;;;;;;Werkst. Vorsteher;;;;;
;Hübner;;;;;;;Werkstattschreiber;;;;;
;Hubold;;;;;;;Werkzeugfabrikant;;;;;
;Hubrich;;;;;;;Werkzeugmacher;;;;;
;Hübsch;;;;;;;Werkzeugmeister;;;;;
;Huch;;;;;;;Werkzeugmstr.;;;;;
;Huchtemann;;;;;;;Werkzeugschlosser;;;;;
;Huck;;;;;;;Werkzeugschlosserei;;;;;
;Hucke;;;;;;;Werwalter;;;;;
;Huckewitz;;;;;;;Weteran;;;;;
;Hudemann;;;;;;;Wict. Händler;;;;;
;Hudermann;;;;;;;Wict.händler;;;;;
;Hudloff;;;;;;;Wiegemeister;;;;;
;Hudy;;;;;;;Wiegemstr.;;;;;
;Huebner;;;;;;;Wiehhalter;;;;;
;Huellmalz;;;;;;;Wiehhändler;;;;;
;Huerse;;;;;;;Wiehmäkler;;;;;
;Hufeld;;;;;;;Wildhändler;;;;;
;Hufenreuther;;;;;;;Wildhdl.;;;;;
;Hüffner;;;;;;;Wildhdlr.;;;;;
;Huffziger;;;;;;;Wildprethändler;;;;;
;Hufnagel;;;;;;;Wilt. Händler;;;;;
;Hüfner;;;;;;;Wirth;;;;;
;Hug;;;;;;;wiss. Assistent;;;;;
;Hügel;;;;;;;wissensch. Hilfslehrer;;;;;
;Hügler;;;;;;;wissensch. Lehrer;;;;;
;Hugo;;;;;;;wissensch. Priv. Lehrer;;;;;
;Huhle;;;;;;;wissenschaftl. Lehrer;;;;;
;Huhn;;;;;;;Wissenschaftlicher Hilfslehrer;;;;;
;Hühn;;;;;;;Wissenschaftlicher Lehrer;;;;;
;Huhndorf;;;;;;;wissschaft. Lehrer;;;;;
;Hühne;;;;;;;Witwe;;;;;
;Hühnerbein;;;;;;;Wollhändler;;;;;
;Huhold;;;;;;;Wollmachermeister;;;;;
;Huland;;;;;;;Wollwaarenhändler;;;;;
;Hulanz;;;;;;;Wollwarenhändler;;;;;
;Hulbe;;;;;;;Wundarzt;;;;;
;Hule;;;;;;;Wurstfabrik.;;;;;
;Hülle;;;;;;;Wurstfabrikant;;;;;
;Hüllemann;;;;;;;Wurstfabrkt;;;;;
;Hüllmann;;;;;;;Wurstfabrkt.;;;;;
;Hüls;;;;;;;Wurstfbrk.;;;;;
;Hülsberg;;;;;;;Wurstfbrkt.;;;;;
;Hülsebusch;;;;;;;Wursthändler;;;;;
;Hülsmann;;;;;;;Wurstmacher;;;;;
;Hülße;;;;;;;Ww;;;;;
;Hultsch;;;;;;;Ww.;;;;;
